,Region,Country,Rep,Location,StationID
548,South America,Brazil,BRA,Itapipoca,817560
549,South America,Brazil,BRA,Jaguaribe,818330
550,South America,Brazil,BRA,Jaguaruana,824930
551,South America,Brazil,BRA,Morada Nova,825940
552,South America,Brazil,BRA,Quixeramobim,825860
553,South America,Brazil,BRA,Taua,818720
554,South America,Brazil,BRA,Campo Grande,836120
555,South America,Brazil,BRA,Cuiaba-Marechal Ron,833620
556,South America,Brazil,BRA,Curitiba-Afonso Pen,838400
557,South America,Brazil,BRA,Brasilia,867150
558,South America,Brazil,BRA,Planaltina,867160
559,South America,Brazil,BRA,Alegre,868280
560,South America,Brazil,BRA,Alfredo Chaves,868290
561,South America,Brazil,BRA,Linhares,868050
562,South America,Brazil,BRA,Nova Venecia,867850
563,South America,Brazil,BRA,Presidente Kennedy,868530
564,South America,Brazil,BRA,Santa Teresa,868040
565,South America,Brazil,BRA,Sao Mateus,867860
566,South America,Brazil,BRA,Vitoria-Salles AP,836490
567,South America,Brazil,BRA,Vitoria,868300
568,South America,Brazil,BRA,Florianopolis,838990
569,South America,Brazil,BRA,Alto Paraiso de Goias,866910
570,South America,Brazil,BRA,Aragarcas,833740
571,South America,Brazil,BRA,Caiaponia,867300
572,South America,Brazil,BRA,Catalao,867770
573,South America,Brazil,BRA,Cristalina,867370
574,South America,Brazil,BRA,Goianesia,867130
575,South America,Brazil,BRA,Goiania,834230
576,South America,Brazil,BRA,Goias,867120
577,South America,Brazil,BRA,Itapaci,866890
578,South America,Brazil,BRA,Itumbiara,867740
579,South America,Brazil,BRA,Jatai,867520
580,South America,Brazil,BRA,Luziania,867360
581,South America,Brazil,BRA,Mineiros,867510
582,South America,Brazil,BRA,Monte Alegre de Goias,866700
583,South America,Brazil,BRA,Morrinhos,867550
584,South America,Brazil,BRA,Niquelandia,866900
585,South America,Brazil,BRA,Parauna,867320
586,South America,Brazil,BRA,Pires do Rio,867560
587,South America,Brazil,BRA,Posse,866920
588,South America,Brazil,BRA,Rio Verde,867530
589,South America,Brazil,BRA,Sao Simao,867730
590,South America,Brazil,BRA,Jacareacanga,826400
591,South America,Brazil,BRA,Alto Parnaiba,829700
592,South America,Brazil,BRA,Bacabal,817900
593,South America,Brazil,BRA,Balsas,819030
594,South America,Brazil,BRA,Barra do Corda,818250
595,South America,Brazil,BRA,Buriticupu,817880
596,South America,Brazil,BRA,Carolina,819010
597,South America,Brazil,BRA,Caxias,817920
598,South America,Brazil,BRA,Chapadinha,817490
599,South America,Brazil,BRA,Colinas,818660
600,South America,Brazil,BRA,Estreito,818630
601,South America,Brazil,BRA,Farol Preguicas,817170
602,South America,Brazil,BRA,Farol Santana,822770
603,South America,Brazil,BRA,Grajau,818230
604,South America,Brazil,BRA,Imperatriz,818220
605,South America,Brazil,BRA,Sao Luis-Machado Intl AP,822810
606,South America,Brazil,BRA,Sao Luis,817150
607,South America,Brazil,BRA,Turiacu,821980
608,South America,Brazil,BRA,Aguas Vermelhas,867220
609,South America,Brazil,BRA,Aimores,868030
610,South America,Brazil,BRA,Almenara,867430
611,South America,Brazil,BRA,Araxa,867960
612,South America,Brazil,BRA,Belo Horizonte-Pampulha AP,868000
613,South America,Brazil,BRA,Buritis,867180
614,South America,Brazil,BRA,Caldas,868460
615,South America,Brazil,BRA,Capelinha,867610
616,South America,Brazil,BRA,Carangola,868230
617,South America,Brazil,BRA,Caratinga,835920
618,South America,Brazil,BRA,Chapada Gaucha,867190
619,South America,Brazil,BRA,Conceicao das Alagoas,867940
620,South America,Brazil,BRA,Curvelo,867800
621,South America,Brazil,BRA,Diamantina AP,867810
622,South America,Brazil,BRA,Dores do Indaia,867970
623,South America,Brazil,BRA,Espinosa,866950
624,South America,Brazil,BRA,Florestal,867980
625,South America,Brazil,BRA,Formiga,868200
626,South America,Brazil,BRA,Governador Valadares,835430
627,South America,Brazil,BRA,Guarda-Mor,867570
628,South America,Brazil,BRA,Ibirite,868210
629,South America,Brazil,BRA,Itaobim,867420
630,South America,Brazil,BRA,Ituiutaba,867750
631,South America,Brazil,BRA,Joao Pinheiro AP,867580
632,South America,Brazil,BRA,Juiz de Fora,836920
633,South America,Brazil,BRA,Mantena,867840
634,South America,Brazil,BRA,Maria da Fe,830150
635,South America,Brazil,BRA,Mocambinho,867200
636,South America,Brazil,BRA,Montalvania,866930
637,South America,Brazil,BRA,Monte Verde AP,868700
638,South America,Brazil,BRA,Montes Claros,867400
639,South America,Brazil,BRA,Muriae,868520
640,South America,Brazil,BRA,Passa Quatro,837370
641,South America,Brazil,BRA,Passos,868190
642,South America,Brazil,BRA,Patrocinio,867780
643,South America,Brazil,BRA,Pirapora AP,867590
644,South America,Brazil,BRA,Rio Pardo de Minas,867210
645,South America,Brazil,BRA,Sacramento,867950
646,South America,Brazil,BRA,Salinas,867410
647,South America,Brazil,BRA,Sao Joao del Rei,836880
648,South America,Brazil,BRA,Sao Romao,867390
649,South America,Brazil,BRA,Serra dos Aimores,867630
650,South America,Brazil,BRA,Teofilo Otoni,867620
651,South America,Brazil,BRA,Timoteo,868010
652,South America,Brazil,BRA,Tres Marias,867790
653,South America,Brazil,BRA,Uberlandia,867760
654,South America,Brazil,BRA,Unai AP,834280
655,South America,Brazil,BRA,Varginha,868480
656,South America,Brazil,BRA,Vicosa,836420
657,South America,Brazil,BRA,Amambai,868940
658,South America,Brazil,BRA,Campo Grande Intl AP,868100
659,South America,Brazil,BRA,Chapadao do Sul,867720
660,South America,Brazil,BRA,Corumba Intl AP,835520
661,South America,Brazil,BRA,Coxim,867700
662,South America,Brazil,BRA,Dourados,836590
663,South America,Brazil,BRA,Ivinhema,868600
664,South America,Brazil,BRA,Juti,868590
665,South America,Brazil,BRA,Miranda,868070
666,South America,Brazil,BRA,Nhumirim,867680
667,South America,Brazil,BRA,Ponta Pora,868570
668,South America,Brazil,BRA,Porto Murtinho AP,868330
669,South America,Brazil,BRA,Rio Brilhante,868360
670,South America,Brazil,BRA,Sete Quedas,868950
671,South America,Brazil,BRA,Sidrolandia,868090
672,South America,Brazil,BRA,Tres Lagoas AP,868130
673,South America,Brazil,BRA,Agua Boa,866860
674,South America,Brazil,BRA,Alto Taquari,867500
675,South America,Brazil,BRA,Apiacas,819760
676,South America,Brazil,BRA,Campo Novo do Parecis,866620
677,South America,Brazil,BRA,Campo Verde,867070
678,South America,Brazil,BRA,Carlinda,819780
679,South America,Brazil,BRA,Comodoro,866610
680,South America,Brazil,BRA,Confresa,866060
681,South America,Brazil,BRA,Cotriguacu,829270
682,South America,Brazil,BRA,Cuiaba,867050
683,South America,Brazil,BRA,Gaucha do Norte,866660
684,South America,Brazil,BRA,Guaranta do Norte,819790
685,South America,Brazil,BRA,Guiratinga,867290
686,South America,Brazil,BRA,Itiquira,867480
687,South America,Brazil,BRA,Juara,866250
688,South America,Brazil,BRA,Juina,866240
689,South America,Brazil,BRA,Nova Maringa,866630
690,South America,Brazil,BRA,Novo Mundo,866430
691,South America,Brazil,BRA,Paranatinga,866840
692,South America,Brazil,BRA,Pontes de Lacerda,867020
693,South America,Brazil,BRA,Porto Estrela,867040
694,South America,Brazil,BRA,Querencia,866470
695,South America,Brazil,BRA,Rondonopolis,867280
696,South America,Brazil,BRA,Salto do Ceu,867030
697,South America,Brazil,BRA,Santo Antonio do Leste,866850
698,South America,Brazil,BRA,Sao Felix do Araguaia,866280
699,South America,Brazil,BRA,Sao Jose do Rio Claro,866640
700,South America,Brazil,BRA,Sinop,866260
701,South America,Brazil,BRA,Sorriso,866450
702,South America,Brazil,BRA,Tangara da Serra,866820
703,South America,Brazil,BRA,Vila Bela da Santissima Trindade,867010
704,South America,Brazil,BRA,Manaus,823310
705,South America,Brazil,BRA,Belem,816800
706,South America,Brazil,BRA,Braganca,816850
707,South America,Brazil,BRA,Cameta,817100
708,South America,Brazil,BRA,Castanhal,816820
709,South America,Brazil,BRA,Conceicao do Araguaia,819400
710,South America,Brazil,BRA,Itaituba,817780
711,South America,Brazil,BRA,Maraba,825620
712,South America,Brazil,BRA,Novo Repartimento,817840
713,South America,Brazil,BRA,Pacaja,817420
714,South America,Brazil,BRA,Paragominas,817450
715,South America,Brazil,BRA,Placas,817370
716,South America,Brazil,BRA,Rondon do Para,817860
717,South America,Brazil,BRA,Salinopolis,816600
718,South America,Brazil,BRA,Santana do Araguaia,819820
719,South America,Brazil,BRA,Serra dos Carajas,818600
720,South America,Brazil,BRA,Soure,821410
721,South America,Brazil,BRA,Tome Acu,817110
722,South America,Brazil,BRA,Tucurui,817430
723,South America,Brazil,BRA,Areia,818770
724,South America,Brazil,BRA,Cabaceiras,819150
725,South America,Brazil,BRA,Camaratuba,818780
726,South America,Brazil,BRA,Campina Grande,819160
727,South America,Brazil,BRA,Joao Pessoa,819180
728,South America,Brazil,BRA,Monteiro,819140
729,South America,Brazil,BRA,Patos,819130
730,South America,Brazil,BRA,Sao Goncalo,817740
731,South America,Brazil,BRA,Arcoverde,819530
732,South America,Brazil,BRA,Cabrobo,828860
733,South America,Brazil,BRA,Caruaru,828950
734,South America,Brazil,BRA,Floresta,819770
735,South America,Brazil,BRA,Garanhuns,819550
736,South America,Brazil,BRA,Ibimirim,819540
737,South America,Brazil,BRA,Palmares,819570
738,South America,Brazil,BRA,Petrolina,819910
739,South America,Brazil,BRA,Recife-Guararapes-Freyre Intl AP,828990
740,South America,Brazil,BRA,Recife,819580
741,South America,Brazil,BRA,Serra Talhada,819120
742,South America,Brazil,BRA,Surubim,819170
743,South America,Brazil,BRA,Alvorada do Gurgueia,818460
744,South America,Brazil,BRA,Bom Jesus do Piaui,829750
745,South America,Brazil,BRA,Caracol,819880
746,South America,Brazil,BRA,Castelo do Piaui,818290
747,South America,Brazil,BRA,Esperantina,817510
748,South America,Brazil,BRA,Floriano,818680
749,South America,Brazil,BRA,Gilbues,819860
750,South America,Brazil,BRA,Oeiras,818690
751,South America,Brazil,BRA,Parnaiba,817520
752,South America,Brazil,BRA,Paulistana,828820
753,South America,Brazil,BRA,Picos,827910
754,South America,Brazil,BRA,Piripiri,817940
755,South America,Brazil,BRA,Sao Joao do Piaui,818480
756,South America,Brazil,BRA,Sao Pedro do Piaui,818280
757,South America,Brazil,BRA,Sao Raimundo Nonato,819890
758,South America,Brazil,BRA,Teresina,818320
759,South America,Brazil,BRA,Urucui,819050
760,South America,Brazil,BRA,Valenca do Piaui,818700
761,South America,Brazil,BRA,Castro,869210
762,South America,Brazil,BRA,Cidade Gaucha,868980
763,South America,Brazil,BRA,Clevelandia,869390
764,South America,Brazil,BRA,Curitiba,838420
765,South America,Brazil,BRA,Diamante do Norte,868610
766,South America,Brazil,BRA,Dois Vizinhos,869270
767,South America,Brazil,BRA,Foz do Iguacu-Cataratas Intl AP,869250
768,South America,Brazil,BRA,General Carneiro,869410
769,South America,Brazil,BRA,Ibaiti,869020
770,South America,Brazil,BRA,Icaraima,868970
771,South America,Brazil,BRA,Ilha do Mel,869350
772,South America,Brazil,BRA,Inacio Martins,869290
773,South America,Brazil,BRA,Ivai,869300
774,South America,Brazil,BRA,Joaquim Tavora,869030
775,South America,Brazil,BRA,Londrina,837680
776,South America,Brazil,BRA,Marechal Candido Rondon,869160
777,South America,Brazil,BRA,Maringa,868990
778,South America,Brazil,BRA,Nova Fatima,869010
779,South America,Brazil,BRA,Nova Tebas,869190
780,South America,Brazil,BRA,Paranapoema,868620
781,South America,Brazil,BRA,Planalto,869260
782,South America,Brazil,BRA,Petrolina,829840
783,South America,Brazil,BRA,Porto Nacional,830630
784,South America,Brazil,BRA,Porto Velho,828240
785,South America,Brazil,BRA,Arraial do Cabo,868920
786,South America,Brazil,BRA,Cambuci,868540
787,South America,Brazil,BRA,Campos dos Goytacazes,868550
788,South America,Brazil,BRA,Duque de Caxias-Xerem,868770
789,South America,Brazil,BRA,Farol de Sao Tome,868900
790,South America,Brazil,BRA,Macae,868910
791,South America,Brazil,BRA,Niteroi,868810
792,South America,Brazil,BRA,Paraty,869130
793,South America,Brazil,BRA,Petropolis-Pico do Couto,868760
794,South America,Brazil,BRA,Resende,837380
795,South America,Brazil,BRA,Rio de Janeiro-Galeao-Jobim Intl AP,837460
796,South America,Brazil,BRA,Rio de Janeiro-Vila Militar,868790
797,South America,Brazil,BRA,Teresopolis,868880
798,South America,Brazil,BRA,Valenca,868750
799,South America,Brazil,BRA,Apodi,818350
800,South America,Brazil,BRA,Caico,818750
801,South America,Brazil,BRA,Macau,818360
802,South America,Brazil,BRA,Mossoro,818340
803,South America,Brazil,BRA,Natal-Severo Intl AP,825990
804,South America,Brazil,BRA,Natal,818390
805,South America,Brazil,BRA,Touros,818380
806,South America,Brazil,BRA,Ariquemes,819700
807,South America,Brazil,BRA,Cacoal,866220
808,South America,Brazil,BRA,Porto Velho,819320
809,South America,Brazil,BRA,Vilhena,866420
810,South America,Brazil,BRA,Boa Vista,816150
811,South America,Brazil,BRA,Alegrete,869750
812,South America,Brazil,BRA,Bage,839800
813,South America,Brazil,BRA,Bento Goncalves,869790
814,South America,Brazil,BRA,Cacapava do Sul,869860
815,South America,Brazil,BRA,Camaqua,869890
816,South America,Brazil,BRA,Canela AP,869800
817,South America,Brazil,BRA,Cangucu,869930
818,South America,Brazil,BRA,Chui,869980
819,South America,Brazil,BRA,Cruz Alta,839120
820,South America,Brazil,BRA,Erechim,869540
821,South America,Brazil,BRA,Frederico Westphalen,869510
822,South America,Brazil,BRA,Jaguarao,869960
823,South America,Brazil,BRA,Lagoa Vermelha,869650
824,South America,Brazil,BRA,Mostardas,839700
825,South America,Brazil,BRA,Palmeira das Missoes,869530
826,South America,Brazil,BRA,Passo Fundo,869630
827,South America,Brazil,BRA,Porto Alegre-Filho Intl AP,839710
828,South America,Brazil,BRA,Porto Alegre,869880
829,South America,Brazil,BRA,Quarai,869820
830,South America,Brazil,BRA,Rio Pardo,869780
831,South America,Brazil,BRA,Santa Maria,839360
832,South America,Brazil,BRA,Santana do Livramento,839530
833,South America,Brazil,BRA,Santiago,869760
834,South America,Brazil,BRA,Santo Augusto,869520
835,South America,Brazil,BRA,Sao Borja,869600
836,South America,Brazil,BRA,Sao Gabriel,869840
837,South America,Brazil,BRA,Sao Jose dos Ausentes,869670
838,South America,Brazil,BRA,Sao Luiz Gonzaga,869610
839,South America,Brazil,BRA,Soledade,869640
840,South America,Brazil,BRA,Torres,869810
841,South America,Brazil,BRA,Tramandai,869900
842,South America,Brazil,BRA,Uruguaiana,869730
843,South America,Brazil,BRA,Vacaria,869660
844,South America,Brazil,BRA,Rio de Janeiro-Santos Dumont,837550
845,South America,Brazil,BRA,Ararangua,869710
846,South America,Brazil,BRA,Cacador,869430
847,South America,Brazil,BRA,Curitibanos AP,869560
848,South America,Brazil,BRA,Dionisio Cerqueira,869360
849,South America,Brazil,BRA,Florianopolis,838970
850,South America,Brazil,BRA,Indaial,838720
851,South America,Brazil,BRA,Itapoa,869470
852,South America,Brazil,BRA,Ituporanga,869570
853,South America,Brazil,BRA,Joacaba-Santa Terezinha Muni AP,869550
854,South America,Brazil,BRA,Major Vieira,869420
855,South America,Brazil,BRA,Novo Horizonte,869380
856,South America,Brazil,BRA,Rio Negrinho,869450
857,South America,Brazil,BRA,Santa Marta,839250
858,South America,Brazil,BRA,Sao Joaquim,869690
859,South America,Brazil,BRA,Sao Miguel do Oeste AP,869370
860,South America,Brazil,BRA,Urubici,869680
861,South America,Brazil,BRA,Urussanga,869700
862,South America,Brazil,BRA,Xanxere,869400
863,South America,Brazil,BRA,Aracaju,866160
864,South America,Brazil,BRA,Brejo Grande,866180
865,South America,Brazil,BRA,Carira,866150
866,South America,Brazil,BRA,Itabaianinha,866380
867,South America,Brazil,BRA,Poco Verde,866140
868,South America,Brazil,BRA,Ariranha,868410
869,South America,Brazil,BRA,Avare,869040
870,South America,Brazil,BRA,Bauru,837220
871,South America,Brazil,BRA,Campinas,837210
872,South America,Brazil,BRA,Campos do Jordao,868720
873,South America,Brazil,BRA,Casa Branca,868440
874,South America,Brazil,BRA,Franca,868180
875,South America,Brazil,BRA,Ibitinga,868430
876,South America,Brazil,BRA,Iguape,869230
877,South America,Brazil,BRA,Itapeva,837740
878,South America,Brazil,BRA,Itapira,868690
879,South America,Brazil,BRA,Ituverava,868170
880,South America,Brazil,BRA,Jales,868140
881,South America,Brazil,BRA,Jose Bonifacio,868390
882,South America,Brazil,BRA,Lins,868400
883,South America,Brazil,BRA,Ourinhos,868660
884,South America,Brazil,BRA,Piracicaba,868680
885,South America,Brazil,BRA,Presidente Prudente,837160
886,South America,Brazil,BRA,Rancharia,868640
887,South America,Brazil,BRA,Sao Carlos,868450
888,South America,Brazil,BRA,Sao Luis do Paraitinga,869120
889,South America,Brazil,BRA,Sao Paulo-Congonhas AP,837800
890,South America,Brazil,BRA,Sao Paulo,837810
891,South America,Brazil,BRA,Sorocaba,838510
892,South America,Brazil,BRA,Taubate,869110
893,South America,Brazil,BRA,Valparaiso,868380
894,South America,Brazil,BRA,Votuporanga,868150
895,South America,Brazil,BRA,Salvador,832290
896,South America,Brazil,BRA,Araguaina,819000
897,South America,Brazil,BRA,Araguatins,818210
898,South America,Brazil,BRA,Dianopolis,866320
899,South America,Brazil,BRA,Formoso do Araguaia,866290
900,South America,Brazil,BRA,Gurupi,866300
901,South America,Brazil,BRA,Palmas,866070
902,South America,Brazil,BRA,Parana,866500
903,South America,Brazil,BRA,Pedro Afonso,819410
904,South America,Brazil,BRA,Peixe,866490
905,South America,Chile,CHL,Antofagasta,854420
906,South America,Chile,CHL,Concepcion,856820
907,South America,Chile,CHL,Easter Island,854690
908,South America,Chile,CHL,Punta Arenas,859340
909,South America,Chile,CHL,Santiago,855740
910,South America,Colombia,COL,Bogota,802220
911,South America,Ecuador,ECU,Quito,840710
912,South America,Peru,PER,Arequipa,847520
913,South America,Peru,PER,Cuzco,846860
914,South America,Peru,PER,Lima,846280
915,South America,Paraguay,PRY,Asuncion,862180
916,South America,Uruguay,URY,Montevideo,865800
917,South America,Venezuela,VEN,Caracas,804150
918,North and Central America,Belize,BLZ,Belize,785830
919,North and Central America,Cuba,CUB,Bahia Honda,783180
920,North and Central America,Cuba,CUB,Camaguey,783550
921,North and Central America,Cuba,CUB,Casa Blanca,783250
922,North and Central America,Cuba,CUB,Cienfuegos,783440
923,North and Central America,Cuba,CUB,Guantanamo Bay NAS,783670
924,North and Central America,Cuba,CUB,Havana-Jose Marti,782240
925,North and Central America,Cuba,CUB,La Bajada,783110
926,North and Central America,Cuba,CUB,La Fe,783210
927,North and Central America,Cuba,CUB,Paso Real de San Diego,783170
928,North and Central America,Cuba,CUB,Pinar del Rio,783150
929,North and Central America,Cuba,CUB,Playa Giron,783330
930,North and Central America,Cuba,CUB,Puerto Padre,783580
931,North and Central America,Cuba,CUB,Punta de Maisi,783690
932,North and Central America,Cuba,CUB,Sancti Spiritus,783490
933,North and Central America,Cuba,CUB,Santiago de Cuba,782640
934,North and Central America,Cuba,CUB,Saua la Grande,783380
935,North and Central America,Cuba,CUB,Union de Reyes,783270
936,North and Central America,Cuba,CUB,Varadero,782290
937,North and Central America,Guatemala,GTM,Flores,786150
938,North and Central America,Guatemala,GTM,Guatemala-La Aurora,786410
939,North and Central America,Guatemala,GTM,Huehuetenango,786270
940,North and Central America,Guatemala,GTM,Puerto Barrios,786370
941,North and Central America,Guatemala,GTM,San Jose,786470
942,North and Central America,Honduras,HND,Amapala,787000
943,North and Central America,Honduras,HND,Catacamas,787140
944,North and Central America,Honduras,HND,Choluteca,787240
945,North and Central America,Honduras,HND,La Ceiba-Goloson,787050
946,North and Central America,Honduras,HND,La Mesa-San Pedro Sula,787080
947,North and Central America,Honduras,HND,Puerto Lempira,787110
948,North and Central America,Honduras,HND,Santa Rosa de Copan,787170
949,North and Central America,Honduras,HND,Tela,787060
950,North and Central America,Mexico,MEX,Acapulco,768056
951,North and Central America,Mexico,MEX,Mexico City,766790
952,North and Central America,Mexico,MEX,Veracruz,766910
953,North and Central America,Martinique,MTQ,Fort-de-France,789250
954,North and Central America,Nicaragua,NIC,Chinandega,787390
955,North and Central America,Nicaragua,NIC,Managua-Augusto CES,787410
956,North and Central America,Nicaragua,NIC,Rivas,787330
957,North and Central America,Puerto Rico,PRI,Aguadilla-Borinquen AP,785140
958,North and Central America,Puerto Rico,PRI,Mayaguez-Eugenio Maria de Hostos AP,785145
959,North and Central America,Puerto Rico,PRI,Mercedita AP,785203
960,North and Central America,Puerto Rico,PRI,Roosevelt Roads NAS,785350
961,North and Central America,Puerto Rico,PRI,San Juan-Luis Munoz Marin Intl AP,785263
962,North and Central America,Puerto Rico,PRI,San Juan,785260
963,North and Central America,El Salvador,SLV,Acajutla,786500
964,North and Central America,El Salvador,SLV,San Salvador-Ilopango,786630
965,North and Central America,Virgin Islands (U.S.),VIR,Charlotte Amalie-Harry S Truman AP,785430
966,Southwest Pacific,Australia,AUS,ACT Canberra,949260
967,Southwest Pacific,Australia,AUS,NSW Armidale Airport,957730
968,Southwest Pacific,Australia,AUS,NSW Cabramurra,959160
969,Southwest Pacific,Australia,AUS,NSW Cobar,947110
970,Southwest Pacific,Australia,AUS,NSW Coffs Harbour,947910
971,Southwest Pacific,Australia,AUS,NSW Dubbo Airport,957190
972,Southwest Pacific,Australia,AUS,NSW Mascot-Sydney Airport,947670
973,Southwest Pacific,Australia,AUS,NSW Moree Aero,955270
974,Southwest Pacific,Australia,AUS,NSW Nowra RAN Air Station,947500
975,Southwest Pacific,Australia,AUS,NSW Orange Airport,957260
976,Southwest Pacific,Australia,AUS,NSW Richmond RAAF,957530
977,Southwest Pacific,Australia,AUS,NSW Sydney,947680
978,Southwest Pacific,Australia,AUS,NSW Thredbo Village,959080
979,Southwest Pacific,Australia,AUS,NSW Wagga Wagga,949100
980,Southwest Pacific,Australia,AUS,NSW Williamtown RAAF,947760
981,Southwest Pacific,Australia,AUS,NT Alice Springs Airport,943260
982,Southwest Pacific,Australia,AUS,NT Darwin,941200
983,Southwest Pacific,Australia,AUS,NT Tennant Creek,942380
984,Southwest Pacific,Australia,AUS,QLD Amberley,945680
985,Southwest Pacific,Australia,AUS,QLD Brisbane,945780
986,Southwest Pacific,Australia,AUS,QLD Brisbane,94578
987,Southwest Pacific,Australia,AUS,QLD Cairns Aero,948270
988,Southwest Pacific,Australia,AUS,QLD Charleville Aero,945100
989,Southwest Pacific,Australia,AUS,QLD Gladstone Airport,943810
990,Southwest Pacific,Australia,AUS,QLD Longreach Aero,943460
991,Southwest Pacific,Australia,AUS,QLD Mackay,943670
992,Southwest Pacific,Australia,AUS,QLD Mount Isa Aero,943320
993,Southwest Pacific,Australia,AUS,QLD Oakey Aero,945520
994,Southwest Pacific,Australia,AUS,QLD Rockhampton Aero,943740
995,Southwest Pacific,Australia,AUS,QLD Townsville Aero,942940
996,Southwest Pacific,Australia,AUS,QLD Weipa Aero,941700
997,Southwest Pacific,Australia,AUS,QLD Willis Island,942990
998,Southwest Pacific,Australia,AUS,SA Adelaide-Kent Town,946750
999,Southwest Pacific,Australia,AUS,SA Adelaide,946720
1000,Southwest Pacific,Australia,AUS,SA Ceduna,946530
1001,Southwest Pacific,Australia,AUS,SA Mount Gambier Aero,948210
1002,Southwest Pacific,Australia,AUS,SA Mt Lofty,946780
1003,Southwest Pacific,Australia,AUS,SA Oodnadatta Airport,944760
1004,Southwest Pacific,Australia,AUS,SA Woomera Aerodrome,946590
1005,Southwest Pacific,Australia,AUS,TAS Hobart-Ellerslie Road,949700
1006,Southwest Pacific,Australia,AUS,TAS Launceston-Ti Tree Bend,949690
1007,Southwest Pacific,Australia,AUS,TAS Launceston Airport,949680
1008,Southwest Pacific,Australia,AUS,TAS Low Head,959640
1009,Southwest Pacific,Australia,AUS,VIC Ballarat Aerodrome,948520
1010,Southwest Pacific,Australia,AUS,VIC Cape Otway Lighthouse,948420
1011,Southwest Pacific,Australia,AUS,VIC East Sale Airport,949070
1012,Southwest Pacific,Australia,AUS,VIC Melbourne,948660
1013,Southwest Pacific,Australia,AUS,VIC Melbourne,948680
1014,Southwest Pacific,Australia,AUS,VIC Mildura Airport,946930
1015,Southwest Pacific,Australia,AUS,VIC Moorabbin Airport,948700
1016,Southwest Pacific,Australia,AUS,VIC Warrnambool Airport,948370
1017,Southwest Pacific,Australia,AUS,WA Albany Airport,948020
1018,Southwest Pacific,Australia,AUS,WA Broome Airport,942030
1019,Southwest Pacific,Australia,AUS,WA Carnarvon Airport,943000
1020,Southwest Pacific,Australia,AUS,WA Esperance,946380
1021,Southwest Pacific,Australia,AUS,WA Forrest,956460
1022,Southwest Pacific,Australia,AUS,WA Geraldton Airport,944030
1023,Southwest Pacific,Australia,AUS,WA Giles,94461
1024,Southwest Pacific,Australia,AUS,WA Halls Creek Airport,942120
1025,Southwest Pacific,Australia,AUS,WA Kalamunda-Bickley,956100
1026,Southwest Pacific,Australia,AUS,WA Kalgoorlie-Boulder Airport,946370
1027,Southwest Pacific,Australia,AUS,WA Katanning,946410
1028,Southwest Pacific,Australia,AUS,WA Learmonth,943020
1029,Southwest Pacific,Australia,AUS,WA Mandurah,946050
1030,Southwest Pacific,Australia,AUS,WA Manjimup,946170
1031,Southwest Pacific,Australia,AUS,WA Meekatharra Airport,944300
1032,Southwest Pacific,Australia,AUS,WA Newman Airport,943170
1033,Southwest Pacific,Australia,AUS,WA Perth,946100
1034,Southwest Pacific,Australia,AUS,WA Port Hedland,943120
1035,Southwest Pacific,Australia,AUS,WA Swanbourne,946140
1036,Southwest Pacific,Australia,AUS,WA Wyndham,942140
1037,Southwest Pacific,Brunei Darussalam,BRN,Bandar Seri Begawan,963150
1038,Southwest Pacific,Fiji,FJI,Nadi,916800
1039,Southwest Pacific,Guam,GUM,Andersen AFB,912180
1040,Southwest Pacific,Guam,GUM,Tamuning-Won Pat Intl AP,912120
1041,Southwest Pacific,Marshall Islands,MHL,Kwajalein Atoll,913660
1042,Southwest Pacific,Malaysia,MYS,George Town,486010
1043,Southwest Pacific,Malaysia,MYS,Kota Baharu,486150
1044,Southwest Pacific,Malaysia,MYS,Kuala Lumpur,486470
1045,Southwest Pacific,Malaysia,MYS,Kuching,964130
1046,Southwest Pacific,New Zealand,NZL,Auckland-Auckland AK,931190
1047,Southwest Pacific,New Zealand,NZL,Bay of Plenty-Tauranga BP,931850
1048,Southwest Pacific,New Zealand,NZL,Canterbury-Christchurch CC,937800
1049,Southwest Pacific,New Zealand,NZL,Central Otago-Lauder OC,938510
1050,Southwest Pacific,New Zealand,NZL,East Coast-Napier EC,933730
1051,Southwest Pacific,New Zealand,NZL,Manawatu-Paraparaumu MW,934200
1052,Southwest Pacific,New Zealand,NZL,Nelson Marlborough-Nelson NM,935460
1053,Southwest Pacific,New Zealand,NZL,Northland-Kaitaia NL,930120
1054,Southwest Pacific,New Zealand,NZL,Otago-Dunedin DN,938910
1055,Southwest Pacific,New Zealand,NZL,Queenstown Lakes-Queenstown QL,938310
1056,Southwest Pacific,New Zealand,NZL,Rotorua-Rotorua RR,932470
1057,Southwest Pacific,New Zealand,NZL,Southland-Invercargill IN,938450
1058,Southwest Pacific,New Zealand,NZL,Taranaki-New Plymouth NP,933090
1059,Southwest Pacific,New Zealand,NZL,Taupo King Country-Turangi TP,932450
1060,Southwest Pacific,New Zealand,NZL,Waikato-Hamilton HN,931730
1061,Southwest Pacific,New Zealand,NZL,Wairarapa-Masterton WI,934710
1062,Southwest Pacific,New Zealand,NZL,Wellington-Wellington WN,934360
1063,Southwest Pacific,New Zealand,NZL,West Coast-Hokitika WC,936150
1064,Southwest Pacific,Philippines,PHL,Manila,984290
1065,Southwest Pacific,Palau,PLW,Koror Island,914080
1066,Southwest Pacific,Singapore,SGP,Singapore,486980
1067,Southwest Pacific,United States Minor Outlying Islands,UMI,Wake Island,912450
